Column1|CUSEC=poblacion(4)+distrito(2)+mesa(3)|VotosObtenidos|Unnamed: 0|VotosCandidaturas|VotosBlanco|VotosNulos|codigo_prov|codigo_mun|distrito|Comunidad autónoma|Provincia|Código de provincia|Municipio|Código de municipio|Tipo de elemento|Renta media por persona|Renta media por hogar|%FO|VotosObtenidosPSOE|%PSOE|Poblacion_es|%FO_distritos|renta|fecha|elecciones
15569|2512002002|2|15926|676|3|9|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|11353.0|29110.0|0.3|235|34.76|111668|0.13|mid_income|2023-07-23|generales
15570|2512002003|1|15927|498|3|11|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|11738.0|29202.0|0.2|158|31.73|111668|0.13|mid_income|2023-07-23|generales
15571|2512002004|2|15928|1395|13|17|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|12447.0|32946.0|0.14|490|35.13|111668|0.13|uppermid_income|2023-07-23|generales
15572|2512002005|2|15929|1391|11|12|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|13435.0|34045.0|0.14|449|32.28|111668|0.13|uppermid_income|2023-07-23|generales
15573|2512002006|0|15930|493|5|5|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|10898.0|27016.0|0|193|39.15|111668|0.13|mid_income|2023-07-23|generales
15574|2512002007|0|15931|0894|5|7|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|10947.0|29310.0|0|383|42.84|111668|0.13|mid_income|2023-07-23|generales
15575|2512002008|1|15932|484|6|3|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|10862.0|26212.0|0.21|202|41.74|111668|0.13|mid_income|2023-07-23|generales
15576|2512002009|1|15933|1010|13|3|25|25120|2512002|Cataluña|Lleida|25|Lleida|25120|sección|15962.0|40102.0|0.1|292|28.91|111668|0.13|uppermid_income|2023-07-23|generales
15577|2512003001|1|15934|307|4|1|25|25120|2512003|Cataluña|Lleida|25|Lleida|25120|sección|08889.0|22115.0|0.33|93|30.29|111668|0.24|low_income|2023-07-23|generales
15578|2512003003|1|15935|572|3|7|25|25120|2512003|Cataluña|Lleida|25|Lleida|25120|sección|10879.0|26378.0|0.17|183|31.99|111668|0.24|mid_income|2023-07-23|generales
15579|2512003004|1|15936|716|6|5|25|25120|2512003|Cataluña|Lleida|25|Lleida|25120|sección|17355.0|45055.0|0.14|219|30.59|111668|0.24|uppermid_income|2023-07-23|generales
15580|2512003005|0|15937|289|2|2|25|25120|2512003|Cataluña|Lleida|25|Lleida|25120|sección|12455.0|31164.0|0|94|32.53|111668|0.24|mid_income|2023-07-23|generales
15581|2512003006|1|15938|673|6|3|25|25120|2512003|Cataluña|Lleida|25|Lleida|25120|sección|11739.0|30034.0|0.15|245|36.4|111668|0.24|mid_income|2023-07-23|generales
15582|2512003007|2|15939|334|3|2|25|25120|2512003|Cataluña|Lleida|25|Lleida|25120|sección|13072.0|32207.0|0.6|105|31.44|111668|0.24|mid_income|2023-07-23|generales
15583|2512003008|2|15940|455|2|08|25|25120|2512003|Cataluña|Lleida|25|Lleida|25120|sección|13943.0|33727.0|0.44|139|30.55|111668|0.24|uppermid_income|2023-07-23|generales
15584|2512004001|1|15941|396|1|4|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|6283.0|16466.0|0.25|151|38.13|111668|0.17|low_income|2023-07-23|generales
15585|2512004003|0|15942|918|08|7|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|14309.0|34912.0|0|277|30.17|111668|0.17|uppermid_income|2023-07-23|generales
15586|2512004004|0|15943|377|0|2|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|11033.0|27795.0|0|121|32.1|111668|0.17|mid_income|2023-07-23|generales
15587|2512004005|0|15944|329|1|3|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|11356.0|28602.0|0|103|31.31|111668|0.17|mid_income|2023-07-23|generales
15588|2512004006|2|15945|624|10|6|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|12443.0|30350.0|0.32|199|31.89|111668|0.17|mid_income|2023-07-23|generales
15589|2512004007|2|15946|446|1|6|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|10497.0|26855.0|0.45|175|39.24|111668|0.17|mid_income|2023-07-23|generales
15590|2512004008|0|15947|330|3|7|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|08340.0|22883.0|0|146|44.24|111668|0.17|low_income|2023-07-23|generales
15591|2512004010|3|15948|431|4|4|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|5466.0|15716.0|0.7|214|49.65|111668|0.17|low_income|2023-07-23|generales
15592|2512004011|1|15949|383|1|7|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|5409.0|13685.0|0.26|171|44.65|111668|0.17|low_income|2023-07-23|generales
15593|2512004013|0|15950|409|7|9|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|7585.0|22407.0|0|166|40.59|111668|0.17|low_income|2023-07-23|generales
15594|2512004014|2|15951|557|3|12|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|08950.0|23977.0|0.36|204|36.62|111668|0.17|low_income|2023-07-23|generales
15595|2512004015|0|15952|507|3|6|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|11880.0|29933.0|0|161|31.76|111668|0.17|mid_income|2023-07-23|generales
15596|2512004016|1|15953|550|08|18|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|11628.0|27874.0|0.18|196|35.64|111668|0.17|mid_income|2023-07-23|generales
15597|2512004017|0|15954|687|11|7|25|25120|2512004|Cataluña|Lleida|25|Lleida|25120|sección|12724.0|32298.0|0|250|36.39|111668|0.17|mid_income|2023-07-23|generales
15598|2512005002|1|15955|417|6|10|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|11835.0|30004.0|0.24|133|31.89|111668|0.16|mid_income|2023-07-23|generales
15599|2512005003|3|15956|521|3|1|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|12696.0|29827.0|0.58|174|33.4|111668|0.16|mid_income|2023-07-23|generales
15600|2512005004|1|15957|495|6|4|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|13184.0|30703.0|0.2|177|35.76|111668|0.16|mid_income|2023-07-23|generales
15601|2512005005|1|15958|489|4|3|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|15597.0|35432.0|0.2|145|29.65|111668|0.16|uppermid_income|2023-07-23|generales
15602|2512005006|0|15959|0855|11|14|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|18163.0|49770.0|0|277|32.4|111668|0.16|high_income|2023-07-23|generales
15603|2512005007|0|15960|309|0|5|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|10242.0|26075.0|0|102|33.01|111668|0.16|mid_income|2023-07-23|generales
15604|2512005008|1|15961|555|3|08|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|16715.0|42626.0|0.18|152|27.39|111668|0.16|uppermid_income|2023-07-23|generales
15605|2512005009|0|15962|487|9|1|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|17311.0|41777.0|0|121|24.85|111668|0.16|uppermid_income|2023-07-23|generales
15606|2512005010|1|15963|489|3|2|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|14249.0|36315.0|0.2|155|31.7|111668|0.16|uppermid_income|2023-07-23|generales
15607|2512005011|1|15964|978|16|5|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|18794.0|51372.0|0.1|269|27.51|111668|0.16|high_income|2023-07-23|generales
15608|2512005012|1|15965|466|7|4|25|25120|2512005|Cataluña|Lleida|25|Lleida|25120|sección|16796.0|37390.0|0.21|134|28.76|111668|0.16|uppermid_income|2023-07-23|generales
15609|2512006001|1|15966|575|4|13|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|9002.0|24055.0|0.17|216|37.57|111668|0.12|low_income|2023-07-23|generales
15610|2512006002|0|15967|613|2|1|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|11110.0|27921.0|0|188|30.67|111668|0.12|mid_income|2023-07-23|generales
15611|2512006003|0|15968|740|3|5|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|10199.0|27384.0|0|291|39.32|111668|0.12|mid_income|2023-07-23|generales
15612|2512006004|0|15969|0831|08|9|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|12813.0|33072.0|0|295|35.5|111668|0.12|uppermid_income|2023-07-23|generales
15613|2512006005|1|15970|356|6|3|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|17907.0|38741.0|0.28|98|27.53|111668|0.12|uppermid_income|2023-07-23|generales
15614|2512006006|1|15971|605|4|08|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|11058.0|28613.0|0.17|199|32.89|111668|0.12|mid_income|2023-07-23|generales
15615|2512006007|1|15972|942|12|11|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|9705.0|26306.0|0.11|353|37.47|111668|0.12|mid_income|2023-07-23|generales
15616|2512006009|0|15973|0890|6|14|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|9026.0|23893.0|0|316|35.51|111668|0.12|low_income|2023-07-23|generales
15617|2512006010|1|15974|477|6|7|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|9489.0|25232.0|0.21|196|41.09|111668|0.12|mid_income|2023-07-23|generales
15618|2512006011|2|15975|532|3|0|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|13289.0|31930.0|0.38|179|33.65|111668|0.12|mid_income|2023-07-23|generales
15619|2512006012|3|15976|582|3|1|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|13109.0|33479.0|0.52|208|35.74|111668|0.12|uppermid_income|2023-07-23|generales
15620|2512006013|1|15977|529|3|3|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|16397.0|38304.0|0.19|165|31.19|111668|0.12|uppermid_income|2023-07-23|generales
15621|2512006014|0|15978|1117|9|19|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|12219.0|33449.0|0|388|34.74|111668|0.12|uppermid_income|2023-07-23|generales
15622|2512006016|0|15979|480|6|2|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|16504.0|42736.0|0|144|30|111668|0.12|uppermid_income|2023-07-23|generales
15623|2512006017|1|15980|746|6|14|25|25120|2512006|Cataluña|Lleida|25|Lleida|25120|sección|9368.0|24781.0|0.13|308|41.29|111668|0.12|low_income|2023-07-23|generales
15624|2512007001|2|15981|1453|18|16|25|25120|2512007|Cataluña|Lleida|25|Lleida|25120|sección|11831.0|32262.0|0.14|480|33.04|111668|0.15|mid_income|2023-07-23|generales
15625|2512007002|1|15982|661|4|6|25|25120|2512007|Cataluña|Lleida|25|Lleida|25120|sección|11243.0|27648.0|0.15|205|31.01|111668|0.15|mid_income|2023-07-23|generales
15626|2512007003|0|15983|0894|6|17|25|25120|2512007|Cataluña|Lleida|25|Lleida|25120|sección|11621.0|29653.0|0|278|31.1|111668|0.15|mid_income|2023-07-23|generales
15627|2512007004|0|15984|1023|9|6|25|25120|2512007|Cataluña|Lleida|25|Lleida|25120|sección|08457.0|22347.0|0|511|49.95|111668|0.15|low_income|2023-07-23|generales
15628|2512007005|5|15985|1051|10|15|25|25120|2512007|Cataluña|Lleida|25|Lleida|25120|sección|10444.0|29265.0|0.48|402|38.25|111668|0.15|mid_income|2023-07-23|generales
15629|2512007006|0|15986|0882|08|7|25|25120|2512007|Cataluña|Lleida|25|Lleida|25120|sección|9666.0|25546.0|0|332|37.64|111668|0.15|mid_income|2023-07-23|generales
15630|2512007007|2|15987|923|6|11|25|25120|2512007|Cataluña|Lleida|25|Lleida|25120|sección|9722.0|26916.0|0.22|368|39.87|111668|0.15|mid_income|2023-07-23|generales
15631|2512008001|3|15988|623|6|08|25|25120|2512008|Cataluña|Lleida|25|Lleida|25120|sección|11876.0|32711.0|0.48|204|32.74|111668|0.13|uppermid_income|2023-07-23|generales
15632|2512008002|1|15989|1385|16|9|25|25120|2512008|Cataluña|Lleida|25|Lleida|25120|sección|18879.0|54936.0|0.07|324|23.39|111668|0.13|high_income|2023-07-23|generales
15633|2512008003|0|15990|528|3|9|25|25120|2512008|Cataluña|Lleida|25|Lleida|25120|sección|13745.0|39645.0|0|164|31.06|111668|0.13|uppermid_income|2023-07-23|generales
15634|2512008004|0|15991|506|4|4|25|25120|2512008|Cataluña|Lleida|25|Lleida|25120|sección|||0|114|22.53|111668|0.13|Other|2023-07-23|generales
15635|2512009001|0|15992|983|08|6|25|25120|2512009|Cataluña|Lleida|25|Lleida|25120|sección|19068.0|55697.0|0|256|26.04|111668|0.18|high_income|2023-07-23|generales
15636|2512009002|3|15993|676|6|12|25|25120|2512009|Cataluña|Lleida|25|Lleida|25120|sección|10528.0|27459.0|0.44|229|33.88|111668|0.18|mid_income|2023-07-23|generales
15637|2512101001|1|15994|389|4|4|25|25121|2512101|Cataluña|Lleida|25|Les|25121|sección|13118.0|34652.0|0.26|187|48.07|775|0.26|uppermid_income|2023-07-23|generales
15638|2512201001|0|15995|545|12|7|25|25122|2512201|Cataluña|Lleida|25|Linyola|25122|sección|10501.0|26265.0|0|146|26.79|2323|0|mid_income|2023-07-23|generales
15639|2512201002|0|15996|641|7|11|25|25122|2512201|Cataluña|Lleida|25|Linyola|25122|sección|10361.0|28190.0|0|128|19.97|2323|0|mid_income|2023-07-23|generales
15640|2512301001|0|15997|147|1|2|25|25123|2512301|Cataluña|Lleida|25|Lladorre|25123|sección|14390.0|30527.0|0|24|16.33|246|0|mid_income|2023-07-23|generales
15641|2512401001|0|15998|94|3|2|25|25124|2512401|Cataluña|Lleida|25|Lladurs|25124|sección|11696.0|24980.0|0|10|10.64|188|0|mid_income|2023-07-23|generales
15642|2512501001|0|15999|228|2|7|25|25125|2512501|Cataluña|Lleida|25|Llardecans|25125|sección|12199.0|28143.0|0|53|23.25|404|0|mid_income|2023-07-23|generales
15643|2512601001|0|16000|199|1|3|25|25126|2512601|Cataluña|Lleida|25|Llavorsí|25126|sección|13330.0|26358.0|0|50|25.13|312|0|mid_income|2023-07-23|generales
15644|2512701001|0|16001|140|1|0|25|25127|2512701|Cataluña|Lleida|25|Lles de Cerdanya|25127|sección|11810.0|24192.0|0|25|17.86|274|0|low_income|2023-07-23|generales
15645|2512801001|0|16002|73|0|0|25|25128|2512801|Cataluña|Lleida|25|Llimiana|25128|sección|10741.0|21332.0|0|26|35.62|137|0|low_income|2023-07-23|generales
15646|2512901001|1|16003|106|1|5|25|25129|2512901|Cataluña|Lleida|25|Llobera|25129|sección|9463.0|22665.0|0.94|12|11.32|202|0.94|low_income|2023-07-23|generales
15647|2513001001|1|16004|129|0|2|25|25130|2513001|Cataluña|Lleida|25|Maldà|25130|sección|10295.0|22689.0|0.78|31|24.03|219|0.78|low_income|2023-07-23|generales
15648|2513101001|0|16005|263|6|3|25|25131|2513101|Cataluña|Lleida|25|Massalcoreig|25131|sección|08523.0|22923.0|0|76|28.9|438|0|low_income|2023-07-23|generales
15649|2513201001|0|16006|92|4|5|25|25132|2513201|Cataluña|Lleida|25|Massoteres|25132|sección|11345.0|32963.0|0|16|17.39|169|0|uppermid_income|2023-07-23|generales
15650|2513301001|1|16007|395|2|2|25|25133|2513301|Cataluña|Lleida|25|Maials|25133|sección|9458.0|24503.0|0.25|94|23.8|730|0.25|low_income|2023-07-23|generales
15651|2513401001|1|16008|391|0|3|25|25134|2513401|Cataluña|Lleida|25|Menàrguens|25134|sección|10663.0|27152.0|0.26|127|32.48|666|0.26|mid_income|2023-07-23|generales
15652|2513501001|0|16009|585|4|08|25|25135|2513501|Cataluña|Lleida|25|Miralcamp|25135|sección|10249.0|28689.0|0|155|26.5|1216|0|mid_income|2023-07-23|generales
15653|2513601001|0|16010|59|1|0|25|25136|2513601|Cataluña|Lleida|25|Molsosa La|25136|sección|11376.0|26382.0|0|5|08.47|97|0|mid_income|2023-07-23|generales
15654|2513701001|2|16011|0824|11|15|25|25137|2513701|Cataluña|Lleida|25|Mollerussa|25137|sección|9345.0|26954.0|0.24|257|31.19|10699|0.12|mid_income|2023-07-23|generales
15655|2513701002|0|16012|990|3|20|25|25137|2513701|Cataluña|Lleida|25|Mollerussa|25137|sección|10061.0|29054.0|0|302|30.51|10699|0.12|mid_income|2023-07-23|generales
15656|2513701003|1|16013|420|3|3|25|25137|2513701|Cataluña|Lleida|25|Mollerussa|25137|sección|7719.0|23819.0|0.24|163|38.81|10699|0.12|low_income|2023-07-23|generales
15657|2513701004|1|16014|976|10|14|25|25137|2513701|Cataluña|Lleida|25|Mollerussa|25137|sección|11311.0|35688.0|0.1|286|29.3|10699|0.12|uppermid_income|2023-07-23|generales
15658|2513701005|1|16015|939|12|4|25|25137|2513701|Cataluña|Lleida|25|Mollerussa|25137|sección|9840.0|27922.0|0.11|362|38.55|10699|0.12|mid_income|2023-07-23|generales
15659|2513701006|1|16016|0863|08|7|25|25137|2513701|Cataluña|Lleida|25|Mollerussa|25137|sección|10248.0|30247.0|0.12|250|28.97|10699|0.12|mid_income|2023-07-23|generales
15660|2513801001|0|16017|362|11|08|25|25138|2513801|Cataluña|Lleida|25|Montgai|25138|sección|11689.0|29017.0|0|97|26.8|625|0|mid_income|2023-07-23|generales
15661|2513901001|0|16018|322|6|4|25|25139|2513901|Cataluña|Lleida|25|Montellà i Martinet|25139|sección|13565.0|25933.0|0|47|14.6|577|0|mid_income|2023-07-23|generales
15662|2514001001|0|16019|476|1|4|25|25140|2514001|Cataluña|Lleida|25|Montferrer i Castellbò|25140|sección|10657.0|26799.0|0|128|26.89|975|0|mid_income|2023-07-23|generales
15663|2514101001|0|16020|087|5|1|25|25141|2514101|Cataluña|Lleida|25|Montoliu de Segarra|25141|sección|11424.0|25924.0|0|10|11.49|168|0|mid_income|2023-07-23|generales
15664|2514201001|0|16021|239|4|6|25|25142|2514201|Cataluña|Lleida|25|Montoliu de Lleida|25142|sección|10795.0|27927.0|0|60|25.1|437|0|mid_income|2023-07-23|generales
15665|2514301001|0|16022|65|1|1|25|25143|2514301|Cataluña|Lleida|25|Montornès de Segarra|25143|sección|||0|24|36.92|91|0|Other|2023-07-23|generales
15666|2514501001|0|16023|54|2|2|25|25145|2514501|Cataluña|Lleida|25|Nalec|25145|sección|14615.0|37476.0|0|4|7.41|086|0|uppermid_income|2023-07-23|generales
15667|2514601001|2|16024|151|0|6|25|25146|2514601|Cataluña|Lleida|25|Navès|25146|sección|10976.0|27739.0|1.32|20|13.25|299|1.32|mid_income|2023-07-23|generales
15668|2514801001|0|16025|140|5|0|25|25148|2514801|Cataluña|Lleida|25|Odèn|25148|sección|12171.0|27034.0|0|15|10.71|236|0|mid_income|2023-07-23|generales
15669|2514901001|0|16026|920|4|18|25|25149|2514901|Cataluña|Lleida|25|Oliana|25149|sección|11888.0|29627.0|0|282|30.65|1549|0|mid_income|2023-07-23|generales
15670|2515001001|0|16027|116|1|2|25|25150|2515001|Cataluña|Lleida|25|Oliola|25150|sección|14150.0|27506.0|0|17|14.66|186|0|mid_income|2023-07-23|generales
15671|2515101001|0|16028|469|3|11|25|25151|2515101|Cataluña|Lleida|25|Olius|25151|sección|12023.0|33345.0|0|58|12.37|962|0|uppermid_income|2023-07-23|generales
15672|2515201001|0|16029|088|1|0|25|25152|2515201|Cataluña|Lleida|25|Oluges Les|25152|sección|16010.0|39136.0|0|12|13.64|163|0|uppermid_income|2023-07-23|generales
15673|2515301001|1|16030|116|0|1|25|25153|2515301|Cataluña|Lleida|25|Omellons Els|25153|sección|10856.0|25330.0|0.86|31|26.72|196|0.86|mid_income|2023-07-23|generales
15674|2515401001|1|16031|70|3|0|25|25154|2515401|Cataluña|Lleida|25|Omells de na Gaia Els|25154|sección|9896.0|24033.0|1.43|7|10|124|1.43|low_income|2023-07-23|generales
15675|2515501001|0|16032|376|5|2|25|25155|2515501|Cataluña|Lleida|25|Organyà|25155|sección|10867.0|24458.0|0|95|25.27|701|0|low_income|2023-07-23|generales
15676|2515601001|0|16033|543|6|08|25|25156|2515601|Cataluña|Lleida|25|Os de Balaguer|25156|sección|11267.0|30329.0|0|136|25.05|990|0|mid_income|2023-07-23|generales
15677|2515701001|0|16034|118|1|1|25|25157|2515701|Cataluña|Lleida|25|Ossó de Sió|25157|sección|13231.0|32606.0|0|30|25.42|188|0|uppermid_income|2023-07-23|generales
15678|2515801001|1|16035|1033|15|16|25|25158|2515801|Cataluña|Lleida|25|Palau d'Anglesola El|25158|sección|11468.0|30350.0|0.1|227|21.97|1965|0.1|mid_income|2023-07-23|generales
15679|2516101001|0|16036|201|2|1|25|25161|2516101|Cataluña|Lleida|25|Conca de Dalt|25161|sección|13134.0|22545.0|0|45|22.39|402|0|low_income|2023-07-23|generales
15680|2516301001|0|16037|148|4|2|25|25163|2516301|Cataluña|Lleida|25|Coma i la Pedra La|25163|sección|14799.0|26955.0|0|31|20.95|274|0|mid_income|2023-07-23|generales
15681|2516401001|0|16038|216|1|13|25|25164|2516401|Cataluña|Lleida|25|Penelles|25164|sección|12092.0|30302.0|0|46|21.3|395|0|mid_income|2023-07-23|generales
15682|2516501001|0|16039|189|2|3|25|25165|2516501|Cataluña|Lleida|25|Peramola|25165|sección|11901.0|26057.0|0|36|19.05|302|0|mid_income|2023-07-23|generales
15683|2516601001|0|16040|115|3|4|25|25166|2516601|Cataluña|Lleida|25|Pinell de Solsonès|25166|sección|10522.0|25553.0|0|08|6.96|184|0|mid_income|2023-07-23|generales
15684|2516701001|0|16041|139|2|2|25|25167|2516701|Cataluña|Lleida|25|Pinós|25167|sección|11473.0|25946.0|0|10|7.19|276|0|mid_income|2023-07-23|generales
15685|2516801001|0|16042|331|6|5|25|25168|2516801|Cataluña|Lleida|25|Poal El|25168|sección|11872.0|31895.0|0|41|12.39|581|0|mid_income|2023-07-23|generales
15686|2516901001|1|16043|129|4|3|25|25169|2516901|Cataluña|Lleida|25|Pobla de Cérvoles La|25169|sección|10873.0|22573.0|0.78|45|34.88|202|0.78|low_income|2023-07-23|generales
15687|2517001001|1|16044|167|1|4|25|25170|2517001|Cataluña|Lleida|25|Bellaguarda|25170|sección|9320.0|23337.0|0.6|39|23.35|277|0.6|low_income|2023-07-23|generales
15688|2517101001|1|16045|624|5|4|25|25171|2517101|Cataluña|Lleida|25|Pobla de Segur La|25171|sección|12685.0|28384.0|0.16|218|34.94|2508|0.08|mid_income|2023-07-23|generales
15689|2517101002|0|16046|698|4|4|25|25171|2517101|Cataluña|Lleida|25|Pobla de Segur La|25171|sección|12273.0|27939.0|0|216|30.95|2508|0.08|mid_income|2023-07-23|generales
15690|2517201001|0|16047|402|7|4|25|25172|2517201|Cataluña|Lleida|25|Ponts|25172|sección|11109.0|26834.0|0|99|24.63|2089|0.09|mid_income|2023-07-23|generales
15691|2517201002|1|16048|687|9|13|25|25172|2517201|Cataluña|Lleida|25|Ponts|25172|sección|11238.0|28693.0|0.15|177|25.76|2089|0.09|mid_income|2023-07-23|generales
15692|2517301001|0|16049|0806|5|4|25|25173|2517301|Cataluña|Lleida|25|Pont de Suert El|25173|sección|12391.0|29826.0|0|305|37.84|1992|0.09|mid_income|2023-07-23|generales
15693|2517301002|1|16050|314|3|3|25|25173|2517301|Cataluña|Lleida|25|Pont de Suert El|25173|sección|12466.0|26030.0|0.32|156|49.68|1992|0.09|mid_income|2023-07-23|generales
15694|2517401001|0|16051|285|0|0|25|25174|2517401|Cataluña|Lleida|25|Portella La|25174|sección|10911.0|33121.0|0|98|34.39|430|0|uppermid_income|2023-07-23|generales
15695|2517501001|0|16052|126|2|0|25|25175|2517501|Cataluña|Lleida|25|Prats i Sansor|25175|sección|13756.0|29978.0|0|18|14.29|246|0|mid_income|2023-07-23|generales
15696|2517601001|0|16053|213|2|4|25|25176|2517601|Cataluña|Lleida|25|Preixana|25176|sección|11427.0|30911.0|0|35|16.43|366|0|mid_income|2023-07-23|generales
15697|2517701001|4|16054|205|0|3|25|25177|2517701|Cataluña|Lleida|25|Preixens|25177|sección|10238.0|25139.0|1.95|38|18.54|412|1.95|mid_income|2023-07-23|generales
15698|2517901001|0|16055|141|2|0|25|25179|2517901|Cataluña|Lleida|25|Prullans|25179|sección|15213.0|30284.0|0|23|16.31|236|0|mid_income|2023-07-23|generales
15699|2518001001|0|16056|126|1|5|25|25180|2518001|Cataluña|Lleida|25|Puiggròs|25180|sección|11016.0|26399.0|0|23|18.25|247|0|mid_income|2023-07-23|generales
15700|2518101001|0|16057|088|2|1|25|25181|2518101|Cataluña|Lleida|25|Puigverd d'Agramunt|25181|sección|11045.0|27923.0|0|17|19.32|187|0|mid_income|2023-07-23|generales
15701|2518201001|0|16058|688|08|7|25|25182|2518201|Cataluña|Lleida|25|Puigverd de Lleida|25182|sección|10849.0|27995.0|0|220|31.98|1285|0|mid_income|2023-07-23|generales
15702|2518301001|2|16059|329|4|4|25|25183|2518301|Cataluña|Lleida|25|Rialp|25183|sección|13117.0|27863.0|0.61|64|19.45|630|0.61|mid_income|2023-07-23|generales
15703|2518501001|0|16060|389|5|3|25|25185|2518501|Cataluña|Lleida|25|Ribera d'Urgellet|25185|sección|9643.0|24924.0|0|115|29.56|0813|0|mid_income|2023-07-23|generales
15704|2518601001|0|16061|141|3|2|25|25186|2518601|Cataluña|Lleida|25|Riner|25186|sección|12683.0|27115.0|0|17|12.06|269|0|mid_income|2023-07-23|generales
15705|2518901001|0|16062|1294|18|21|25|25189|2518901|Cataluña|Lleida|25|Rosselló|25189|sección|10798.0|30050.0|0|398|30.76|2791|0|mid_income|2023-07-23|generales
15706|2519001001|0|16063|178|6|2|25|25190|2519001|Cataluña|Lleida|25|Salàs de Pallars|25190|sección|13903.0|30624.0|0|59|33.15|309|0|mid_income|2023-07-23|generales
15707|2519101001|0|16064|188|2|7|25|25191|2519101|Cataluña|Lleida|25|Sanaüja|25191|sección|11405.0|25646.0|0|36|19.15|366|0|mid_income|2023-07-23|generales
15708|2519201001|1|16065|515|3|10|25|25192|2519201|Cataluña|Lleida|25|Sant Guim de Freixenet|25192|sección|12044.0|26206.0|0.19|133|25.83|938|0.19|mid_income|2023-07-23|generales
15709|2519301001|3|16066|517|4|2|25|25193|2519301|Cataluña|Lleida|25|Sant Llorenç de Morunys|25193|sección|13155.0|30585.0|0.58|107|20.7|926|0.58|mid_income|2023-07-23|generales
15710|2519401001|0|16067|264|5|7|25|25194|2519401|Cataluña|Lleida|25|Sant Ramon|25194|sección|12498.0|29983.0|0|50|18.94|449|0|mid_income|2023-07-23|generales
15711|2519601001|0|16068|71|1|1|25|25196|2519601|Cataluña|Lleida|25|Sant Esteve de la Sarga|25196|sección|13684.0|27802.0|0|27|38.03|110|0|mid_income|2023-07-23|generales
15712|2519701001|0|16069|111|2|1|25|25197|2519701|Cataluña|Lleida|25|Sant Guim de la Plana|25197|sección|12420.0|38733.0|0|14|12.61|164|0|uppermid_income|2023-07-23|generales
15713|2520001001|0|16070|202|3|1|25|25200|2520001|Cataluña|Lleida|25|Sarroca de Lleida|25200|sección|11064.0|27365.0|0|62|30.69|350|0|mid_income|2023-07-23|generales
15714|2520101001|0|16071|66|0|4|25|25201|2520101|Cataluña|Lleida|25|Sarroca de Bellera|25201|sección|16062.0|30829.0|0|08|12.12|109|0|mid_income|2023-07-23|generales
15715|2520201001|0|16072|68|0|1|25|25202|2520201|Cataluña|Lleida|25|Senterada|25202|sección|13663.0|27327.0|0|18|26.47|130|0|mid_income|2023-07-23|generales
