id|pais|poblacion|votos|votosTotales|porcentajeDeVoto|partidoGanador|comunidad|provincia
0000000000000000003d545a|España|Sauquillo de Cabezas|0|102|0.00|PP|Castilla y León|Segovia
0000000000000000003d54be|España|Sebúlcor|0|162|0.00|PP|Castilla y León|Segovia
0000000000000000003d5522|España|Segovia|63|28164|0.22|PP|Castilla y León|Segovia
0000000000000000003d5586|España|Sepúlveda|0|590|0.00|PP|Castilla y León|Segovia
0000000000000000003d55ea|España|Sequera de Fresno|0|26|0.00|PP|Castilla y León|Segovia
0000000000000000003d56b2|España|Sotillo|0|20|0.00|PP|Castilla y León|Segovia
0000000000000000003d5716|España|Sotosalbos|0|91|0.00|PP|Castilla y León|Segovia
0000000000000000003d577a|España|Tabanera la Luenga|0|34|0.00|PSOE|Castilla y León|Segovia
0000000000000000003d57de|España|Tolocirio|0|31|0.00|PP|Castilla y León|Segovia
0000000000000000003d59d2|España|Torre Val de San Pedro|0|130|0.00|PP|Castilla y León|Segovia
0000000000000000003d5842|España|Torreadrada|0|42|0.00|PP|Castilla y León|Segovia
0000000000000000003d58a6|España|Torrecaballeros|5|870|0.57|PP|Castilla y León|Segovia
0000000000000000003d590a|España|Torrecilla del Pinar|1|98|1.02|PP|Castilla y León|Segovia
0000000000000000003d596e|España|Torreiglesias|0|174|0.00|PP|Castilla y León|Segovia
0000000000000000003d5a36|España|Trescasas|7|677|1.03|PP|Castilla y León|Segovia
0000000000000000003d5a9a|España|Turégano|2|559|0.36|PP|Castilla y León|Segovia
0000000000000000003d5b62|España|Urueñas|0|76|0.00|PP|Castilla y León|Segovia
0000000000000000003d5bc6|España|Valdeprados|0|53|0.00|PP|Castilla y León|Segovia
0000000000000000003d5c2a|España|Valdevacas de Montejo|0|25|0.00|PP|Castilla y León|Segovia
0000000000000000003d5c8e|España|Valdevacas y Guijar|0|69|0.00|PP|Castilla y León|Segovia
0000000000000000003d5e82|España|Valle de Tabladillo|0|55|0.00|PP|Castilla y León|Segovia
0000000000000000003d5ee6|España|Vallelado|2|403|0.50|PP|Castilla y León|Segovia
0000000000000000003d5f4a|España|Valleruela de Pedraza|0|56|0.00|PP|Castilla y León|Segovia
0000000000000000003d5fae|España|Valleruela de Sepúlveda|0|46|0.00|PP|Castilla y León|Segovia
0000000000000000003d5cf2|España|Valseca|0|155|0.00|PP|Castilla y León|Segovia
0000000000000000003d5d56|España|Valtiendas|0|63|0.00|PP|Castilla y León|Segovia
0000000000000000003d5dba|España|Valverde del Majano|0|665|0.00|PP|Castilla y León|Segovia
0000000000000000003d6012|España|Veganzones|0|136|0.00|PP|Castilla y León|Segovia
0000000000000000003d6076|España|Vegas de Matute|0|190|0.00|PSOE|Castilla y León|Segovia
0000000000000000003d60da|España|Ventosilla y Tejadilla|0|13|0.00|PP|Castilla y León|Segovia
0000000000000000003d613e|España|Villacastín|0|841|0.00|PP|Castilla y León|Segovia
0000000000000000003d626a|España|Villaverde de Íscar|0|369|0.00|PP|Castilla y León|Segovia
0000000000000000003d62ce|España|Villaverde de Montejo|0|18|0.00|PP|Castilla y León|Segovia
0000000000000000003d6332|España|Villeguillo|0|78|0.00|PSOE|Castilla y León|Segovia
0000000000000000003d6396|España|Yanguas de Eresma|0|87|0.00|PP|Castilla y León|Segovia
0000000000000000003d645e|España|Zarzuela del Monte|1|311|0.32|PP|Castilla y León|Segovia
0000000000000000003d64c2|España|Zarzuela del Pinar|1|285|0.35|PP|Castilla y León|Segovia
0000000000000000004016fe|España|Abejar|0|182|0.00|PP|Castilla y León|Soria
0000000000000000004017c6|España|Adradas|0|55|0.00|PP|Castilla y León|Soria
00000000000000000040182a|España|Ágreda|0|1698|0.00|PP|Castilla y León|Soria
0000000000000000004018f2|España|Alconaba|1|134|0.75|PP|Castilla y León|Soria
000000000000000000401956|España|Alcubilla de Avellaneda|0|83|0.00|PP|Castilla y León|Soria
0000000000000000004019ba|España|Alcubilla de las Peñas|0|39|0.00|PP|Castilla y León|Soria
000000000000000000401a1e|España|Aldealafuente|0|69|0.00|PP|Castilla y León|Soria
000000000000000000401a82|España|Aldealices|0|16|0.00|PP|Castilla y León|Soria
000000000000000000401ae6|España|Aldealpozo|0|12|0.00|PP|Castilla y León|Soria
000000000000000000401b4a|España|Aldealseñor|0|21|0.00|PP|Castilla y León|Soria
000000000000000000401bae|España|Aldehuela de Periáñez|0|27|0.00|PSOE|Castilla y León|Soria
000000000000000000401c76|España|Alentisque|0|20|0.00|PP|Castilla y León|Soria
000000000000000000401cda|España|Aliud|0|15|0.00|SY|Castilla y León|Soria
000000000000000000401d3e|España|Almajano|0|114|0.00|PSOE|Castilla y León|Soria
000000000000000000401da2|España|Almaluez|0|89|0.00|PP|Castilla y León|Soria
000000000000000000401e06|España|Almarza|1|390|0.26|PP|Castilla y León|Soria
000000000000000000401e6a|España|Almazán|2|2856|0.07|PP|Castilla y León|Soria
000000000000000000401ece|España|Almazul|0|45|0.00|PP|Castilla y León|Soria
000000000000000000401f32|España|Almenar de Soria|0|151|0.00|PP|Castilla y León|Soria
000000000000000000401f96|España|Alpanseque|0|49|0.00|PP|Castilla y León|Soria
000000000000000000401ffa|España|Arancón|0|64|0.00|PP|Castilla y León|Soria
00000000000000000040205e|España|Arcos de Jalón|0|830|0.00|PP|Castilla y León|Soria
0000000000000000004020c2|España|Arenillas|0|29|0.00|PP|Castilla y León|Soria
000000000000000000402126|España|Arévalo de la Sierra|0|59|0.00|PP|Castilla y León|Soria
00000000000000000040218a|España|Ausejo de la Sierra|0|70|0.00|PSOE|Castilla y León|Soria
0000000000000000004021ee|España|Baraona|0|95|0.00|PP|Castilla y León|Soria
000000000000000000402252|España|Barca|0|76|0.00|PP|Castilla y León|Soria
0000000000000000004022b6|España|Barcones|0|16|0.00|Empate|Castilla y León|Soria
00000000000000000040231a|España|Bayubas de Abajo|1|112|0.89|PP|Castilla y León|Soria
00000000000000000040237e|España|Bayubas de Arriba|0|48|0.00|PP|Castilla y León|Soria
0000000000000000004023e2|España|Beratón|0|33|0.00|Empate|Castilla y León|Soria
000000000000000000402446|España|Berlanga de Duero|1|527|0.19|PP|Castilla y León|Soria
0000000000000000004024aa|España|Blacos|0|38|0.00|SY|Castilla y León|Soria
00000000000000000040250e|España|Bliecos|0|20|0.00|PP|Castilla y León|Soria
000000000000000000402572|España|Borjabad|0|25|0.00|PP|Castilla y León|Soria
0000000000000000004025d6|España|Borobia|0|132|0.00|PSOE|Castilla y León|Soria
00000000000000000040269e|España|Buberos|0|24|0.00|PP|Castilla y León|Soria
000000000000000000402702|España|Buitrago|0|53|0.00|PP|Castilla y León|Soria
000000000000000000402766|España|Burgo de Osma-Ciudad de Osma|4|2748|0.15|PP|Castilla y León|Soria
0000000000000000004027ca|España|Cabrejas del Campo|0|45|0.00|PP|Castilla y León|Soria
00000000000000000040282e|España|Cabrejas del Pinar|0|189|0.00|PP|Castilla y León|Soria
000000000000000000402892|España|Calatañazor|0|36|0.00|PP|Castilla y León|Soria
00000000000000000040295a|España|Caltojar|0|49|0.00|PP|Castilla y León|Soria
000000000000000000402a22|España|Cañamaque|0|19|0.00|PP|Castilla y León|Soria
0000000000000000004029be|España|Candilichera|0|76|0.00|PP|Castilla y León|Soria
000000000000000000402a86|España|Carabantes|0|13|0.00|PP|Castilla y León|Soria
000000000000000000402aea|España|Caracena|0|12|0.00|PP|Castilla y León|Soria
000000000000000000402b4e|España|Carrascosa de Abajo|0|12|0.00|PP|Castilla y León|Soria
000000000000000000402bb2|España|Carrascosa de la Sierra|0|15|0.00|PSOE|Castilla y León|Soria
000000000000000000402c16|España|Casarejos|0|120|0.00|PP|Castilla y León|Soria
000000000000000000402c7a|España|Castilfrío de la Sierra|0|27|0.00|PP|Castilla y León|Soria
000000000000000000402d42|España|Castillejo de Robledo|0|74|0.00|PP|Castilla y León|Soria
000000000000000000402cde|España|Castilruiz|1|85|1.18|PP|Castilla y León|Soria
000000000000000000402da6|España|Centenera de Andaluz|0|20|0.00|PP|Castilla y León|Soria
000000000000000000402e0a|España|Cerbón|0|17|0.00|PP|Castilla y León|Soria
000000000000000000402e6e|España|Cidones|0|216|0.00|PP|Castilla y León|Soria
000000000000000000402ed2|España|Cigudosa|0|10|0.00|Empate|Castilla y León|Soria
000000000000000000402f36|España|Cihuela|0|35|0.00|PP|Castilla y León|Soria
000000000000000000402f9a|España|Ciria|0|56|0.00|PSOE|Castilla y León|Soria
000000000000000000402ffe|España|Cirujales del Río|0|19|0.00|PP|Castilla y León|Soria
00000000000000000040312a|España|Coscurita|0|57|0.00|PP|Castilla y León|Soria
00000000000000000040318e|España|Covaleda|1|1031|0.10|PSOE|Castilla y León|Soria
0000000000000000004031f2|España|Cubilla|0|18|0.00|PSOE|Castilla y León|Soria
000000000000000000403256|España|Cubo de la Solana|0|109|0.00|PP|Castilla y León|Soria
00000000000000000040331e|España|Cueva de Ágreda|0|56|0.00|PP|Castilla y León|Soria
0000000000000000004033e6|España|Dévanos|0|58|0.00|PP|Castilla y León|Soria
00000000000000000040344a|España|Deza|2|133|1.50|PP|Castilla y León|Soria
000000000000000000403512|España|Duruelo de la Sierra|1|740|0.14|PP|Castilla y León|Soria
00000000000000000040551a|España|El Royo|0|196|0.00|PSOE|Castilla y León|Soria
000000000000000000403576|España|Escobosa de Almazán|0|17|0.00|PP|Castilla y León|Soria
0000000000000000004035da|España|Espeja de San Marcelino|0|109|0.00|PP|Castilla y León|Soria
00000000000000000040363e|España|Espejón|0|94|0.00|PP|Castilla y León|Soria
0000000000000000004036a2|España|Estepa de San Juan|0|13|0.00|Empate|Castilla y León|Soria
000000000000000000403706|España|Frechilla de Almazán|0|18|0.00|PP|Castilla y León|Soria
00000000000000000040376a|España|Fresno de Caracena|0|21|0.00|PP|Castilla y León|Soria
0000000000000000004037ce|España|Fuentearmegil|0|118|0.00|PP|Castilla y León|Soria
000000000000000000403832|España|Fuentecambrón|0|25|0.00|PP|Castilla y León|Soria
000000000000000000403896|España|Fuentecantos|1|49|2.04|PSOE|Castilla y León|Soria
0000000000000000004038fa|España|Fuentelmonge|0|55|0.00|PP|Castilla y León|Soria
00000000000000000040395e|España|Fuentelsaz de Soria|0|52|0.00|PP|Castilla y León|Soria
0000000000000000004039c2|España|Fuentepinilla|0|56|0.00|PP|Castilla y León|Soria
000000000000000000403a8a|España|Fuentes de Magaña|0|42|0.00|Empate|Castilla y León|Soria
000000000000000000403aee|España|Fuentestrún|0|28|0.00|PP|Castilla y León|Soria
000000000000000000403b52|España|Garray|1|503|0.20|PP|Castilla y León|Soria
000000000000000000403bb6|España|Golmayo|2|1604|0.12|PP|Castilla y León|Soria
000000000000000000403c1a|España|Gómara|0|150|0.00|PP|Castilla y León|Soria
000000000000000000403c7e|España|Gormaz|0|14|0.00|PP|Castilla y León|Soria
000000000000000000403ce2|España|Herrera de Soria|0|11|0.00|PSOE|Castilla y León|Soria
000000000000000000403daa|España|Hinojosa del Campo|0|21|0.00|PP|Castilla y León|Soria
000000000000000000404002|España|La Losilla|0|12|0.00|PP|Castilla y León|Soria
000000000000000000404dae|España|La Póveda de Soria|0|79|0.00|PP|Castilla y León|Soria
0000000000000000004053ee|España|La Riba de Escalote|0|8|0.00|PP|Castilla y León|Soria
000000000000000000403ed6|España|Langa de Duero|0|410|0.00|PP|Castilla y León|Soria
000000000000000000401c12|España|Las Aldehuelas|0|43|0.00|SY|Castilla y León|Soria
000000000000000000403f9e|España|Liceras|0|41|0.00|PP|Castilla y León|Soria
0000000000000000004050ce|España|Los Rábanos|0|297|0.00|PP|Castilla y León|Soria
000000000000000000406906|España|Los Villares de Soria|0|70|0.00|PP|Castilla y León|Soria
000000000000000000404066|España|Magaña|0|51|0.00|PP|Castilla y León|Soria
0000000000000000004040ca|España|Maján|0|7|0.00|PP|Castilla y León|Soria
000000000000000000404192|España|Matalebreras|0|53|0.00|PP|Castilla y León|Soria
0000000000000000004041f6|España|Matamala de Almazán|0|180|0.00|PP|Castilla y León|Soria
0000000000000000004042be|España|Medinaceli|0|374|0.00|PP|Castilla y León|Soria
000000000000000000404386|España|Miño de Medinaceli|0|63|0.00|PP|Castilla y León|Soria
0000000000000000004043ea|España|Miño de San Esteban|0|29|0.00|PP|Castilla y León|Soria
00000000000000000040444e|España|Molinos de Duero|0|105|0.00|PP|Castilla y León|Soria
0000000000000000004044b2|España|Momblona|0|15|0.00|PP|Castilla y León|Soria
000000000000000000404516|España|Monteagudo de las Vicarías|1|86|1.16|PP|Castilla y León|Soria
00000000000000000040457a|España|Montejo de Tiermes|0|104|0.00|PP|Castilla y León|Soria
0000000000000000004045de|España|Montenegro de Cameros|0|38|0.00|PSOE|Castilla y León|Soria
0000000000000000004046a6|España|Morón de Almazán|0|127|0.00|PP|Castilla y León|Soria
00000000000000000040470a|España|Muriel de la Fuente|0|38|0.00|PP|Castilla y León|Soria
00000000000000000040476e|España|Muriel Viejo|0|61|0.00|PP|Castilla y León|Soria
000000000000000000404836|España|Nafría de Ucero|0|32|0.00|PP|Castilla y León|Soria
00000000000000000040489a|España|Narros|0|59|0.00|PP|Castilla y León|Soria
0000000000000000004048fe|España|Navaleno|0|516|0.00|PP|Castilla y León|Soria
000000000000000000404962|España|Nepas|0|40|0.00|PP|Castilla y León|Soria
0000000000000000004049c6|España|Nolay|0|35|0.00|PP|Castilla y León|Soria
000000000000000000404a2a|España|Noviercas|2|109|1.83|PP|Castilla y León|Soria
000000000000000000404af2|España|Ólvega|3|1997|0.15|PP|Castilla y León|Soria
000000000000000000404b56|España|Oncala|1|50|2.00|PP|Castilla y León|Soria
000000000000000000404ce6|España|Pinilla del Campo|0|15|0.00|PP|Castilla y León|Soria
000000000000000000404d4a|España|Portillo de Soria|0|12|0.00|PP|Castilla y León|Soria
000000000000000000404e12|España|Pozalmuro|0|36|0.00|PP|Castilla y León|Soria
00000000000000000040506a|España|Quiñonería|0|9|0.00|PP|Castilla y León|Soria
000000000000000000404eda|España|Quintana Redonda|0|324|0.00|PP|Castilla y León|Soria
000000000000000000404f3e|España|Quintanas de Gormaz|0|88|0.00|PP|Castilla y León|Soria
000000000000000000405196|España|Rebollar|0|33|0.00|PP|Castilla y León|Soria
0000000000000000004051fa|España|Recuerda|0|42|0.00|PP|Castilla y León|Soria
00000000000000000040525e|España|Rello|0|19|0.00|PSOE|Castilla y León|Soria
0000000000000000004052c2|España|Renieblas|0|89|0.00|PSOE|Castilla y León|Soria
000000000000000000405326|España|Retortillo de Soria|0|89|0.00|PP|Castilla y León|Soria
00000000000000000040538a|España|Reznos|0|17|0.00|PP|Castilla y León|Soria
000000000000000000405452|España|Rioseco de Soria|0|75|0.00|PP|Castilla y León|Soria
0000000000000000004054b6|España|Rollamienta|0|38|0.00|PP|Castilla y León|Soria
00000000000000000040557e|España|Salduero|0|108|0.00|PP|Castilla y León|Soria
0000000000000000004055e2|España|San Esteban de Gormaz|0|1604|0.00|PP|Castilla y León|Soria
000000000000000000405646|España|San Felices|1|41|2.44|PSOE|Castilla y León|Soria
0000000000000000004056aa|España|San Leonardo de Yagüe|1|1081|0.09|PP|Castilla y León|Soria
00000000000000000040570e|España|San Pedro Manrique|0|284|0.00|PP|Castilla y León|Soria
000000000000000000405772|España|Santa Cruz de Yanguas|0|44|0.00|PP|Castilla y León|Soria
0000000000000000004057d6|España|Santa María de Huerta|0|167|0.00|PP|Castilla y León|Soria
00000000000000000040583a|España|Santa María de las Hoyas|0|81|0.00|PP|Castilla y León|Soria
000000000000000000405966|España|Serón de Nágima|0|67|0.00|PP|Castilla y León|Soria
0000000000000000004059ca|España|Soliedra|0|26|0.00|PP|Castilla y León|Soria
000000000000000000405a2e|España|Soria|31|20890|0.15|PSOE|Castilla y León|Soria
000000000000000000405a92|España|Sotillo del Rincón|0|137|0.00|PSOE|Castilla y León|Soria
000000000000000000405af6|España|Suellacabras|0|26|0.00|PP|Castilla y León|Soria
000000000000000000405b5a|España|Tajahuerce|0|21|0.00|PP|Castilla y León|Soria
000000000000000000405bbe|España|Tajueco|0|46|0.00|PP|Castilla y León|Soria
000000000000000000405c22|España|Talveila|0|73|0.00|PP|Castilla y León|Soria
000000000000000000405d4e|España|Tardelcuende|0|282|0.00|PSOE|Castilla y León|Soria
000000000000000000405db2|España|Taroda|0|36|0.00|PP|Castilla y León|Soria
000000000000000000405e16|España|Tejado|0|77|0.00|PP|Castilla y León|Soria
000000000000000000405e7a|España|Torlengua|0|41|0.00|PP|Castilla y León|Soria
000000000000000000405ede|España|Torreblacos|0|22|0.00|PP|Castilla y León|Soria
000000000000000000405fa6|España|Torrubia de Soria|0|41|0.00|VOX|Castilla y León|Soria
00000000000000000040600a|España|Trévago|0|48|0.00|PP|Castilla y León|Soria
00000000000000000040606e|España|Ucero|0|48|0.00|PP|Castilla y León|Soria
0000000000000000004060d2|España|Vadillo|0|63|0.00|PSOE|Castilla y León|Soria
000000000000000000406136|España|Valdeavellano de Tera|0|136|0.00|PSOE|Castilla y León|Soria
00000000000000000040619a|España|Valdegeña|0|29|0.00|Empate|Castilla y León|Soria
0000000000000000004061fe|España|Valdelagua del Cerro|0|9|0.00|PP|Castilla y León|Soria
000000000000000000406262|España|Valdemaluque|0|102|0.00|PP|Castilla y León|Soria
0000000000000000004062c6|España|Valdenebro|0|59|0.00|PP|Castilla y León|Soria
00000000000000000040632a|España|Valdeprado|0|6|0.00|PP|Castilla y León|Soria
00000000000000000040638e|España|Valderrodilla|0|52|0.00|PP|Castilla y León|Soria
0000000000000000004063f2|España|Valtajeros|0|12|0.00|Empate|Castilla y León|Soria
0000000000000000004064ba|España|Velamazán|0|48|0.00|PP|Castilla y León|Soria
00000000000000000040651e|España|Velilla de la Sierra|0|25|0.00|PP|Castilla y León|Soria
000000000000000000406582|España|Velilla de los Ajos|0|12|0.00|PP|Castilla y León|Soria
00000000000000000040664a|España|Viana de Duero|0|39|0.00|PP|Castilla y León|Soria
0000000000000000004066ae|España|Villaciervos|0|66|0.00|PP|Castilla y León|Soria
000000000000000000406712|España|Villanueva de Gormaz|0|4|0.00|Empate|Castilla y León|Soria
000000000000000000406776|España|Villar del Ala|0|45|0.00|PP|Castilla y León|Soria
0000000000000000004067da|España|Villar del Campo|0|20|0.00|SY|Castilla y León|Soria
00000000000000000040683e|España|Villar del Río|0|118|0.00|PP|Castilla y León|Soria
00000000000000000040696a|España|Villasayas|0|47|0.00|PP|Castilla y León|Soria
0000000000000000004069ce|España|Villaseca de Arciel|0|17|0.00|PP|Castilla y León|Soria
000000000000000000406a96|España|Vinuesa|1|515|0.19|PP|Castilla y León|Soria
000000000000000000406afa|España|Vizmanos|0|24|0.00|PP|Castilla y León|Soria
000000000000000000406b5e|España|Vozmediano|0|30|0.00|PP|Castilla y León|Soria
000000000000000000406bc2|España|Yanguas|0|57|0.00|PP|Castilla y León|Soria
000000000000000000406c26|España|Yelo|0|34|0.00|PP|Castilla y León|Soria
00000000000000000047b81e|||||||Castilla y León|Valladolid
00000000000000000047b882|||||||Castilla y León|Valladolid
00000000000000000047b8e6|||||||Castilla y León|Valladolid
00000000000000000047b94a|||||||Castilla y León|Valladolid
00000000000000000047b9ae|||||||Castilla y León|Valladolid
00000000000000000047ba12|||||||Castilla y León|Valladolid
00000000000000000047ba76|||||||Castilla y León|Valladolid
00000000000000000047bada|||||||Castilla y León|Valladolid
00000000000000000047bb3e|||||||Castilla y León|Valladolid
00000000000000000047bba2|||||||Castilla y León|Valladolid
00000000000000000047bc06|||||||Castilla y León|Valladolid
00000000000000000047bc6a|||||||Castilla y León|Valladolid
00000000000000000047bcce|||||||Castilla y León|Valladolid
00000000000000000047bd32|||||||Castilla y León|Valladolid
00000000000000000047bd96|||||||Castilla y León|Valladolid
00000000000000000047bdfa|||||||Castilla y León|Valladolid
00000000000000000047be5e|||||||Castilla y León|Valladolid
00000000000000000047bec2|||||||Castilla y León|Valladolid
00000000000000000047bf26|||||||Castilla y León|Valladolid
00000000000000000047bf8a|||||||Castilla y León|Valladolid
00000000000000000047bfee|||||||Castilla y León|Valladolid
00000000000000000047c052|||||||Castilla y León|Valladolid
00000000000000000047c0b6|||||||Castilla y León|Valladolid
00000000000000000047c11a|||||||Castilla y León|Valladolid
00000000000000000047c17e|||||||Castilla y León|Valladolid
00000000000000000047c1e2|||||||Castilla y León|Valladolid
00000000000000000047c246|||||||Castilla y León|Valladolid
00000000000000000047c2aa|||||||Castilla y León|Valladolid
00000000000000000047c30e|||||||Castilla y León|Valladolid
00000000000000000047c372|||||||Castilla y León|Valladolid
00000000000000000047c43a|||||||Castilla y León|Valladolid
00000000000000000047c49e|||||||Castilla y León|Valladolid
00000000000000000047c502|||||||Castilla y León|Valladolid
00000000000000000047c566|||||||Castilla y León|Valladolid
00000000000000000047c5ca|||||||Castilla y León|Valladolid
00000000000000000047c62e|||||||Castilla y León|Valladolid
00000000000000000047c692|||||||Castilla y León|Valladolid
00000000000000000047c6f6|||||||Castilla y León|Valladolid
00000000000000000047c75a|||||||Castilla y León|Valladolid
00000000000000000047c7be|||||||Castilla y León|Valladolid
00000000000000000047c822|||||||Castilla y León|Valladolid
00000000000000000047c886|||||||Castilla y León|Valladolid
00000000000000000047c8ea|||||||Castilla y León|Valladolid
00000000000000000047c94e|||||||Castilla y León|Valladolid
00000000000000000047c9b2|||||||Castilla y León|Valladolid
00000000000000000047ca16|||||||Castilla y León|Valladolid
00000000000000000047ca7a|||||||Castilla y León|Valladolid
00000000000000000047cade|||||||Castilla y León|Valladolid
00000000000000000047cb42|||||||Castilla y León|Valladolid
00000000000000000047cba6|||||||Castilla y León|Valladolid
00000000000000000047cc0a|||||||Castilla y León|Valladolid
00000000000000000047cc6e|||||||Castilla y León|Valladolid
00000000000000000047ccd2|||||||Castilla y León|Valladolid
00000000000000000047cd36|||||||Castilla y León|Valladolid
00000000000000000047cd9a|||||||Castilla y León|Valladolid
00000000000000000047cdfe|||||||Castilla y León|Valladolid
00000000000000000047ce62|||||||Castilla y León|Valladolid
00000000000000000047cec6|||||||Castilla y León|Valladolid
00000000000000000047c3d6|||||||Castilla y León|Valladolid
00000000000000000047cf2a|||||||Castilla y León|Valladolid
00000000000000000047cf8e|||||||Castilla y León|Valladolid
00000000000000000047cff2|||||||Castilla y León|Valladolid
00000000000000000047d056|||||||Castilla y León|Valladolid
00000000000000000047d0ba|||||||Castilla y León|Valladolid
00000000000000000047d11e|||||||Castilla y León|Valladolid
00000000000000000047d182|||||||Castilla y León|Valladolid
00000000000000000047d1e6|||||||Castilla y León|Valladolid
00000000000000000047d24a|||||||Castilla y León|Valladolid
00000000000000000047d2ae|||||||Castilla y León|Valladolid
00000000000000000047d312|||||||Castilla y León|Valladolid
00000000000000000047d376|||||||Castilla y León|Valladolid
00000000000000000047d43e|||||||Castilla y León|Valladolid
00000000000000000047d4a2|||||||Castilla y León|Valladolid
00000000000000000047d506|||||||Castilla y León|Valladolid
00000000000000000047de66|||||||Castilla y León|Valladolid
00000000000000000047e2b2|||||||Castilla y León|Valladolid
00000000000000000047e316|||||||Castilla y León|Valladolid
00000000000000000047f572|||||||Castilla y León|Valladolid
00000000000000000047fc7a|||||||Castilla y León|Valladolid
00000000000000000048125a|||||||Castilla y León|Valladolid
00000000000000000047d56a|||||||Castilla y León|Valladolid
00000000000000000047d5ce|||||||Castilla y León|Valladolid
00000000000000000047d696|||||||Castilla y León|Valladolid
00000000000000000047d632|||||||Castilla y León|Valladolid
00000000000000000047d6fa|||||||Castilla y León|Valladolid
00000000000000000047d75e|||||||Castilla y León|Valladolid
00000000000000000047d7c2|||||||Castilla y León|Valladolid
00000000000000000047d826|||||||Castilla y León|Valladolid
00000000000000000047d88a|||||||Castilla y León|Valladolid
00000000000000000047d952|||||||Castilla y León|Valladolid
00000000000000000047d8ee|||||||Castilla y León|Valladolid
00000000000000000047d9b6|||||||Castilla y León|Valladolid
00000000000000000047da1a|||||||Castilla y León|Valladolid
00000000000000000047da7e|||||||Castilla y León|Valladolid
00000000000000000047dae2|||||||Castilla y León|Valladolid
00000000000000000047db46|||||||Castilla y León|Valladolid
00000000000000000047dbaa|||||||Castilla y León|Valladolid
00000000000000000047dc0e|||||||Castilla y León|Valladolid
00000000000000000047dc72|||||||Castilla y León|Valladolid
00000000000000000047dcd6|||||||Castilla y León|Valladolid
00000000000000000047dd3a|||||||Castilla y León|Valladolid
00000000000000000047dd9e|||||||Castilla y León|Valladolid
00000000000000000047de02|||||||Castilla y León|Valladolid
00000000000000000047deca|||||||Castilla y León|Valladolid
00000000000000000047df2e|||||||Castilla y León|Valladolid
00000000000000000047df92|||||||Castilla y León|Valladolid
00000000000000000047dff6|||||||Castilla y León|Valladolid
00000000000000000047e05a|||||||Castilla y León|Valladolid
00000000000000000047e0be|||||||Castilla y León|Valladolid
00000000000000000047e122|||||||Castilla y León|Valladolid
00000000000000000047e24e|||||||Castilla y León|Valladolid
00000000000000000047e37a|||||||Castilla y León|Valladolid
00000000000000000047e3de|||||||Castilla y León|Valladolid
00000000000000000047e442|||||||Castilla y León|Valladolid
00000000000000000047e4a6|||||||Castilla y León|Valladolid
00000000000000000047e50a|||||||Castilla y León|Valladolid
00000000000000000047e56e|||||||Castilla y León|Valladolid
00000000000000000047e5d2|||||||Castilla y León|Valladolid
00000000000000000047e636|||||||Castilla y León|Valladolid
00000000000000000047e6fe|||||||Castilla y León|Valladolid
00000000000000000047e762|||||||Castilla y León|Valladolid
00000000000000000047e7c6|||||||Castilla y León|Valladolid
00000000000000000047e82a|||||||Castilla y León|Valladolid
00000000000000000047e88e|||||||Castilla y León|Valladolid
00000000000000000047e8f2|||||||Castilla y León|Valladolid
00000000000000000047e956|||||||Castilla y León|Valladolid
00000000000000000047ea1e|||||||Castilla y León|Valladolid
00000000000000000047ea82|||||||Castilla y León|Valladolid
00000000000000000047e9ba|||||||Castilla y León|Valladolid
00000000000000000047eae6|||||||Castilla y León|Valladolid
00000000000000000047eb4a|||||||Castilla y León|Valladolid
00000000000000000047ebae|||||||Castilla y León|Valladolid
00000000000000000047ec12|||||||Castilla y León|Valladolid
00000000000000000047ec76|||||||Castilla y León|Valladolid
00000000000000000047ed3e|||||||Castilla y León|Valladolid
00000000000000000047eda2|||||||Castilla y León|Valladolid
00000000000000000047ee06|||||||Castilla y León|Valladolid
00000000000000000047ee6a|||||||Castilla y León|Valladolid
00000000000000000047eece|||||||Castilla y León|Valladolid
00000000000000000047ef32|||||||Castilla y León|Valladolid
00000000000000000047ef96|||||||Castilla y León|Valladolid
00000000000000000047effa|||||||Castilla y León|Valladolid
00000000000000000047f05e|||||||Castilla y León|Valladolid
00000000000000000047f0c2|||||||Castilla y León|Valladolid
00000000000000000047f126|||||||Castilla y León|Valladolid
00000000000000000047f18a|||||||Castilla y León|Valladolid
00000000000000000047f1ee|||||||Castilla y León|Valladolid
00000000000000000047f252|||||||Castilla y León|Valladolid
00000000000000000047f2b6|||||||Castilla y León|Valladolid
00000000000000000047f4aa|||||||Castilla y León|Valladolid
00000000000000000047f31a|||||||Castilla y León|Valladolid
00000000000000000047f37e|||||||Castilla y León|Valladolid
00000000000000000047f3e2|||||||Castilla y León|Valladolid
00000000000000000047f446|||||||Castilla y León|Valladolid
00000000000000000047f50e|||||||Castilla y León|Valladolid
00000000000000000047f5d6|||||||Castilla y León|Valladolid
00000000000000000047f63a|||||||Castilla y León|Valladolid
00000000000000000047f69e|||||||Castilla y León|Valladolid
00000000000000000047f702|||||||Castilla y León|Valladolid
00000000000000000047f766|||||||Castilla y León|Valladolid
00000000000000000047f7ca|||||||Castilla y León|Valladolid
00000000000000000047f82e|||||||Castilla y León|Valladolid
00000000000000000047f9be|||||||Castilla y León|Valladolid
00000000000000000047fa22|||||||Castilla y León|Valladolid
00000000000000000047f892|||||||Castilla y León|Valladolid
